period,stateId,population
1970,AL,3444354
1970,AK,302583
1970,AZ,1775399
1970,AR,1923322
1970,CA,19971069
1970,CO,2209596
1970,CT,3032217
1970,DE,548104
1970,DC,756668
1970,FL,6791418
1970,GA,4587930
1970,HI,769913
1970,ID,713015
1970,IL,11110285
1970,IN,5195392
1970,IA,2825368
1970,KS,2249071
1970,KY,3220711
1970,LA,3644637
1970,ME,993722
1970,MD,3923897
1970,MA,5689170
1970,MI,8881826
1970,MN,3806103
1970,MS,2216994
1970,MO,4677623
1970,MT,694409
1970,NE,1485333
1970,NV,488738
1970,NH,737681
1970,NJ,7171112
1970,NM,1017055
1970,NY,18241391
1970,NC,5084411
1970,ND,617792
1970,OH,10657423
1970,OK,2559463
1970,OR,2091533
1970,PA,11800766
1970,RI,949723
1970,SC,2590713
1970,SD,666257
1970,TN,3926018
1970,TX,11198655
1970,UT,1059273
1970,VT,444732
1970,VA,4651448
1970,WA,3413244
1970,WV,1744237
1970,WI,4417821
1970,WY,332416
1971,AL,3497076
1971,AK,315510
1971,AZ,1895814
1971,AR,1972312
1971,CA,20345939
1971,CO,2303524
1971,CT,3060938
1971,DE,564708
1971,DC,749781
1971,FL,7158304
1971,GA,4711550
1971,HI,801644
1971,ID,738753
1971,IL,11202397
1971,IN,5253396
1971,IA,2851705
1971,KS,2246600
1971,KY,3298053
1971,LA,3710487
1971,ME,1015390
1971,MD,4018324
1971,MA,5737580
1971,MI,8974186
1971,MN,3853486
1971,MS,2265432
1971,MO,4725764
1971,MT,710814
1971,NE,1504604
1971,NV,520018
1971,NH,761851
1971,NJ,7281107
1971,NM,1053737
1971,NY,18357982
1971,NC,5203531
1971,ND,626760
1971,OH,10734818
1971,OK,2618601
1971,OR,2151022
1971,PA,11886400
1971,RI,963107
1971,SC,2662269
1971,SD,671297
1971,TN,4013608
1971,TX,11509848
1971,UT,1101192
1971,VT,454318
1971,VA,4750838
1971,WA,3447553
1971,WV,1770657
1971,WI,4462155
1971,WY,340285
1972,AL,3539400
1972,AK,324464
1972,AZ,2008291
1972,AR,2018638
1972,CA,20585469
1972,CO,2404619
1972,CT,3068699
1972,DE,572913
1972,DC,742241
1972,FL,7511463
1972,GA,4809490
1972,HI,828331
1972,ID,763237
1972,IL,11251948
1972,IN,5302435
1972,IA,2860287
1972,KS,2256375
1972,KY,3335728
1972,LA,3761646
1972,ME,1034292
1972,MD,4073499
1972,MA,5760302
1972,MI,9028944
1972,MN,3869747
1972,MS,2307117
1972,MO,4758780
1972,MT,718732
1972,NE,1519013
1972,NV,546789
1972,NH,781107
1972,NJ,7335042
1972,NM,1078697
1972,NY,18339400
1972,NC,5301150
1972,ND,631119
1972,OH,10746993
1972,OK,2658646
1972,OR,2197297
1972,PA,11908233
1972,RI,974790
1972,SC,2719197
1972,SD,677234
1972,TN,4094611
1972,TX,11759148
1972,UT,1135449
1972,VT,463143
1972,VA,4824472
1972,WA,3447885
1972,WV,1797648
1972,WI,4502412
1972,WY,347345
1973,AL,3579780
1973,AK,330543
1973,AZ,2124438
1973,AR,2059256
1973,CA,20868728
1973,CO,2495868
1973,CT,3067814
1973,DE,577759
1973,DC,731488
1973,FL,7913696
1973,GA,4910374
1973,HI,851595
1973,ID,782074
1973,IL,11251367
1973,IN,5338277
1973,IA,2863715
1973,KS,2265603
1973,KY,3371024
1973,LA,3788375
1973,ME,1045655
1973,MD,4097974
1973,MA,5781172
1973,MI,9077956
1973,MN,3889332
1973,MS,2349546
1973,MO,4782645
1973,MT,726798
1973,NE,1529567
1973,NV,568991
1973,NH,800951
1973,NJ,7333083
1973,NM,1105529
1973,NY,18177063
1973,NC,5389852
1973,ND,632675
1973,OH,10767314
1973,OK,2695931
1973,OR,2241932
1973,PA,11890527
1973,RI,975738
1973,SC,2776605
1973,SD,678715
1973,TN,4147401
1973,TX,12019543
1973,UT,1170040
1973,VT,468430
1973,VA,4901292
1973,WA,3478782
1973,WV,1806360
1973,WI,4524244
1973,WY,354061
1974,AL,3626499
1974,AK,341063
1974,AZ,2223196
1974,AR,2101403
1974,CA,21173865
1974,CO,2541406
1974,CT,3074047
1974,DE,581418
1974,DC,717947
1974,FL,8298762
1974,GA,4999419
1974,HI,867978
1974,ID,807990
1974,IL,11262145
1974,IN,5361890
1974,IA,2867530
1974,KS,2269499
1974,KY,3416315
1974,LA,3820109
1974,ME,1059040
1974,MD,4118815
1974,MA,5773548
1974,MI,9117507
1974,MN,3903925
1974,MS,2378268
1974,MO,4795930
1974,MT,736419
1974,NE,1539191
1974,NV,596822
1974,NH,815914
1974,NJ,7332411
1974,NM,1131309
1974,NY,18049775
1974,NC,5470911
1974,ND,634559
1974,OH,10765759
1974,OK,2734768
1974,OR,2285013
1974,PA,11870884
1974,RI,950615
1974,SC,2844749
1974,SD,679585
1974,TN,4213509
1974,TX,12268629
1974,UT,1200471
1974,VT,473002
1974,VA,4971069
1974,WA,3549946
1974,WV,1815447
1974,WI,4545782
1974,WY,365501
1975,AL,3678814
1975,AK,376170
1975,AZ,2284847
1975,AR,2159526
1975,CA,21537849
1975,CO,2586192
1975,CT,3082500
1975,DE,586589
1975,DC,706871
1975,FL,8518422
1975,GA,5064075
1975,HI,886160
1975,ID,831982
1975,IL,11291743
1975,IN,5365766
1975,IA,2880847
1975,KS,2280578
1975,KY,3467769
1975,LA,3886104
1975,ME,1071995
1975,MD,4139096
1975,MA,5757756
1975,MI,9117668
1975,MN,3932515
1975,MS,2399449
1975,MO,4808308
1975,MT,748208
1975,NE,1543117
1975,NV,619972
1975,NH,828555
1975,NJ,7337765
1975,NM,1159944
1975,NY,18003485
1975,NC,5547188
1975,ND,638886
1975,OH,10770425
1975,OK,2774683
1975,OR,2329661
1975,PA,11906095
1975,RI,942788
1975,SC,2902028
1975,SD,681042
1975,TN,4275566
1975,TX,12568843
1975,UT,1236030
1975,VT,479713
1975,VA,5047395
1975,WA,3621339
1975,WV,1842250
1975,WI,4578986
1975,WY,381695
1976,AL,3735139
1976,AK,400969
1976,AZ,2346157
1976,AR,2170161
1976,CA,21935909
1976,CO,2632306
1976,CT,3083335
1976,DE,590166
1976,DC,692295
1976,FL,8667379
1976,GA,5132812
1976,HI,904191
1976,ID,856983
1976,IL,11342853
1976,IN,5389088
1976,IA,2903082
1976,KS,2301001
1976,KY,3529257
1976,LA,3950605
1976,ME,1088412
1976,MD,4150539
1976,MA,5743672
1976,MI,9129205
1976,MN,3964680
1976,MS,2429756
1976,MO,4839029
1976,MT,757317
1976,NE,1550911
1976,NV,646975
1976,NH,845248
1976,NJ,7339745
1976,NM,1189295
1976,NY,17940541
1976,NC,5607964
1976,ND,645797
1976,OH,10752662
1976,OK,2826815
1976,OR,2378262
1976,PA,11897378
1976,RI,946089
1976,SC,2943657
1976,SD,686390
1976,TN,4346928
1976,TX,12904089
1976,UT,1274928
1976,VT,484928
1976,VA,5121863
1976,WA,3693610
1976,WV,1879503
1976,WI,4595904
1976,WY,396952
1977,AL,3780403
1977,AK,403436
1977,AZ,2425197
1977,AR,2209010
1977,CA,22352396
1977,CO,2696140
1977,CT,3085722
1977,DE,591829
1977,DC,677228
1977,FL,8856183
1977,GA,5219697
1977,HI,918259
1977,ID,883469
1977,IL,11386316
1977,IN,5425638
1977,IA,2913573
1977,KS,2320647
1977,KY,3573693
1977,LA,4014459
1977,ME,1103578
1977,MD,4169595
1977,MA,5738199
1977,MI,9171110
1977,MN,3989364
1977,MS,2459201
1977,MO,4863173
1977,MT,769953
1977,NE,1556842
1977,NV,678333
1977,NH,869763
1977,NJ,7337169
1977,NM,1215720
1977,NY,17812602
1977,NC,5685607
1977,ND,649769
1977,OH,10771394
1977,OK,2870014
1977,OR,2446673
1977,PA,11893591
1977,RI,950230
1977,SC,2991681
1977,SD,688480
1977,TN,4422921
1977,TX,13193050
1977,UT,1319512
1977,VT,491931
1977,VA,5193112
1977,WA,3776050
1977,WV,1908088
1977,WI,4626514
1977,WY,413354
1978,AL,3831836
1978,AK,404766
1978,AZ,2515316
1978,AR,2243127
1978,CA,22835958
1978,CO,2766748
1978,CT,3091627
1978,DE,594776
1978,DC,665052
1978,FL,9102032
1978,GA,5295751
1978,HI,931584
1978,ID,910690
1978,IL,11412561
1978,IN,5470214
1978,IA,2918069
1978,KS,2335657
1978,KY,3609976
1978,LA,4068579
1978,ME,1113566
1978,MD,4183603
1978,MA,5736469
1978,MI,9217761
1978,MN,4015341
1978,MS,2487816
1978,MO,4889399
1978,MT,782317
1978,NE,1563884
1978,NV,719436
1978,NH,891520
1978,NJ,7350804
1978,NM,1238034
1978,NY,17680589
1978,NC,5759492
1978,ND,651301
1978,OH,10795581
1978,OK,2917336
1978,OR,2518298
1978,PA,11879396
1978,RI,951816
1978,SC,3044364
1978,SD,688580
1978,TN,4486314
1978,TX,13500429
1978,UT,1367510
1978,VT,498109
1978,VA,5270240
1978,WA,3889073
1978,WV,1923395
1978,WI,4646108
1978,WY,432880
1979,AL,3866248
1979,AK,402753
1979,AZ,2635571
1979,AR,2271333
1979,CA,23256880
1979,CO,2849234
1979,CT,3095917
1979,DE,594984
1979,DC,650016
1979,FL,9426159
1979,GA,5401384
1979,HI,953306
1979,ID,932627
1979,IL,11396837
1979,IN,5501174
1979,IA,2915739
1979,KS,2350906
1979,KY,3641804
1979,LA,4137665
1979,ME,1122563
1979,MD,4191160
1979,MA,5738404
1979,MI,9266268
1979,MN,4050316
1979,MS,2507069
1979,MO,4912430
1979,MT,787305
1979,NE,1567344
1979,NV,765367
1979,NH,909074
1979,NJ,7366512
1979,NM,1284722
1979,NY,17583838
1979,NC,5823491
1979,ND,652896
1979,OH,10798298
1979,OK,2975310
1979,OR,2588012
1979,PA,11887975
1979,RI,950382
1979,SC,3090267
1979,SD,688335
1979,TN,4560473
1979,TX,13888371
1979,UT,1420238
1979,VT,505372
1979,VA,5307945
1979,WA,4017632
1979,WV,1942146
1979,WI,4682811
1979,WY,454378
1980,AL,3893888
1980,AK,401851
1980,AZ,2718215
1980,AR,2286435
1980,CA,23667902
1980,CO,2889964
1980,CT,3107576
1980,DE,594338
1980,DC,638333
1980,FL,9746324
1980,GA,5463105
1980,HI,964691
1980,ID,943935
1980,IL,11426518
1980,IN,5490224
1980,IA,2913808
1980,KS,2363679
1980,KY,3660777
1980,LA,4205900
1980,ME,1124660
1980,MD,4216975
1980,MA,5737037
1980,MI,9262078
1980,MN,4075970
1980,MS,2520638
1980,MO,4916686
1980,MT,786690
1980,NE,1569825
1980,NV,800493
1980,NH,920610
1980,NJ,7364823
1980,NM,1302894
1980,NY,17558072
1980,NC,5881766
1980,ND,652717
1980,OH,10797630
1980,OK,3025290
1980,OR,2633105
1980,PA,11863895
1980,RI,947154
1980,SC,3121820
1980,SD,690768
1980,TN,4591120
1980,TX,14229191
1980,UT,1461037
1980,VT,511456
1980,VA,5346818
1980,WA,4132156
1980,WV,1949644
1980,WI,4705767
1980,WY,469557
1981,AL,3918531
1981,AK,418491
1981,AZ,2810107
1981,AR,2293201
1981,CA,24285933
1981,CO,2977898
1981,CT,3128836
1981,DE,595975
1981,DC,636893
1981,FL,10192774
1981,GA,5568345
1981,HI,978195
1981,ID,962204
1981,IL,11443458
1981,IN,5480435
1981,IA,2907983
1981,KS,2384849
1981,KY,3670394
1981,LA,4283303
1981,ME,1133033
1981,MD,4261905
1981,MA,5768685
1981,MI,9209287
1981,MN,4111728
1981,MS,2539036
1981,MO,4932064
1981,MT,795328
1981,NE,1578515
1981,NV,847655
1981,NH,936621
1981,NJ,7407472
1981,NM,1332748
1981,NY,17567734
1981,NC,5956653
1981,ND,659505
1981,OH,10788330
1981,OK,3096164
1981,OR,2667982
1981,PA,11858567
1981,RI,953013
1981,SC,3179255
1981,SD,689584
1981,TN,4627658
1981,TX,14746318
1981,UT,1515471
1981,VT,515594
1981,VA,5444097
1981,WA,4235731
1981,WV,1954124
1981,WI,4726343
1981,WY,491712
1982,AL,3925266
1982,AK,449606
1982,AZ,2889861
1982,AR,2294257
1982,CA,24820009
1982,CO,3061564
1982,CT,3139013
1982,DE,599148
1982,DC,634174
1982,FL,10471407
1982,GA,5649792
1982,HI,993780
1982,ID,973721
1982,IL,11423412
1982,IN,5467922
1982,IA,2888189
1982,KS,2401202
1982,KY,3683445
1982,LA,4352608
1982,ME,1136684
1982,MD,4282923
1982,MA,5771222
1982,MI,9115198
1982,MN,4131450
1982,MS,2556777
1982,MO,4929451
1982,MT,803986
1982,NE,1581780
1982,NV,881537
1982,NH,947719
1982,NJ,7430968
1982,NM,1363823
1982,NY,17589738
1982,NC,6019101
1982,ND,668972
1982,OH,10757087
1982,OK,3206123
1982,OR,2664922
1982,PA,11845146
1982,RI,954170
1982,SC,3207614
1982,SD,690597
1982,TN,4646041
1982,TX,15331415
1982,UT,1558314
1982,VT,519109
1982,VA,5492783
1982,WA,4276552
1982,WV,1949604
1982,WI,4728870
1982,WY,506400
1983,AL,3934102
1983,AK,488417
1983,AZ,2968925
1983,AR,2305761
1983,CA,25360026
1983,CO,3133630
1983,CT,3162354
1983,DE,605458
1983,DC,632433
1983,FL,10749851
1983,GA,5728250
1983,HI,1012717
1983,ID,981869
1983,IL,11408818
1983,IN,5450395
1983,IA,2870543
1983,KS,2415531
1983,KY,3694484
1983,LA,4395316
1983,ME,1144772
1983,MD,4313327
1983,MA,5799407
1983,MI,9047754
1983,MN,4141456
1983,MS,2567717
1983,MO,4943733
1983,MT,814031
1983,NE,1584293
1983,NV,901977
1983,NH,958134
1983,NJ,7467785
1983,NM,1394361
1983,NY,17686905
1983,NC,6077056
1983,ND,676688
1983,OH,10737632
1983,OK,3290402
1983,OR,2653066
1983,PA,11837723
1983,RI,956382
1983,SC,3234066
1983,SD,693008
1983,TN,4659749
1983,TX,15751676
1983,UT,1594943
1983,VT,523302
1983,VA,5564657
1983,WA,4300266
1983,WV,1945061
1983,WI,4721438
1983,WY,510345
1984,AL,3951820
1984,AK,513702
1984,AZ,3067135
1984,AR,2319768
1984,CA,25844393
1984,CO,3169992
1984,CT,3180014
1984,DE,611565
1984,DC,633382
1984,FL,11039925
1984,GA,5834954
1984,HI,1027922
1984,ID,990839
1984,IL,11412132
1984,IN,5458322
1984,IA,2858618
1984,KS,2424086
1984,KY,3695453
1984,LA,4400477
1984,ME,1155635
1984,MD,4365243
1984,MA,5840773
1984,MI,9049452
1984,MN,4157706
1984,MS,2578051
1984,MO,4975278
1984,MT,820905
1984,NE,1588639
1984,NV,924922
1984,NH,976864
1984,NJ,7515473
1984,NM,1416717
1984,NY,17745684
1984,NC,6164006
1984,ND,680497
1984,OH,10737746
1984,OK,3285533
1984,OR,2666588
1984,PA,11815172
1984,RI,961894
1984,SC,3271868
1984,SD,697249
1984,TN,4686737
1984,TX,16007086
1984,UT,1622342
1984,VT,526660
1984,VA,5643870
1984,WA,4343656
1984,WV,1927697
1984,WI,4735563
1984,WY,504896
1985,AL,3972523
1985,AK,532495
1985,AZ,3183538
1985,AR,2327046
1985,CA,26441109
1985,CO,3208723
1985,CT,3201131
1985,DE,618280
1985,DC,634549
1985,FL,11351118
1985,GA,5962661
1985,HI,1039698
1985,ID,994051
1985,IL,11399806
1985,IN,5459211
1985,IA,2829684
1985,KS,2427405
1985,KY,3694826
1985,LA,4408118
1985,ME,1162936
1985,MD,4413071
1985,MA,5880733
1985,MI,9076293
1985,MN,4184302
1985,MS,2588102
1985,MO,5000268
1985,MT,822320
1985,NE,1584664
1985,NV,951030
1985,NH,996753
1985,NJ,7565528
1985,NM,1438361
1985,NY,17791672
1985,NC,6253954
1985,ND,676980
1985,OH,10734926
1985,OK,3271332
1985,OR,2672652
1985,PA,11770862
1985,RI,968955
1985,SC,3303209
1985,SD,698402
1985,TN,4715296
1985,TX,16272734
1985,UT,1642910
1985,VT,530035
1985,VA,5715153
1985,WA,4400098
1985,WV,1906831
1985,WI,4747767
1985,WY,499695
1986,AL,3991569
1986,AK,544268
1986,AZ,3308262
1986,AR,2331984
1986,CA,27102237
1986,CO,3237450
1986,CT,3223740
1986,DE,627559
1986,DC,638269
1986,FL,11667505
1986,GA,6084666
1986,HI,1051762
1986,ID,990224
1986,IL,11387257
1986,IN,5454108
1986,IA,2791970
1986,KS,2432619
1986,KY,3687809
1986,LA,4406919
1986,ME,1170126
1986,MD,4486957
1986,MA,5902678
1986,MI,9127775
1986,MN,4205212
1986,MS,2593597
1986,MO,5023068
1986,MT,813739
1986,NE,1574333
1986,NV,980613
1986,NH,1025053
1986,NJ,7622159
1986,NM,1462729
1986,NY,17833419
1986,NC,6321578
1986,ND,669512
1986,OH,10730268
1986,OK,3252735
1986,OR,2683528
1986,PA,11782752
1986,RI,977341
1986,SC,3342758
1986,SD,696034
1986,TN,4738708
1986,TX,16561113
1986,UT,1662834
1986,VT,534066
1986,VA,5811700
1986,WA,4452720
1986,WV,1882350
1986,WI,4755618
1986,WY,495633
1987,AL,4015264
1987,AK,539309
1987,AZ,3437103
1987,AR,2342355
1987,CA,27777158
1987,CO,3260480
1987,CT,3247291
1987,DE,636947
1987,DC,636930
1987,FL,11997283
1987,GA,6208467
1987,HI,1067918
1987,ID,984997
1987,IL,11391178
1987,IN,5473012
1987,IA,2767011
1987,KS,2445367
1987,KY,3683329
1987,LA,4344148
1987,ME,1184574
1987,MD,4565557
1987,MA,5935204
1987,MI,9187481
1987,MN,4235136
1987,MS,2588545
1987,MO,5056696
1987,MT,805063
1987,NE,1566547
1987,NV,1023376
1987,NH,1054289
1987,NJ,7670742
1987,NM,1478520
1987,NY,17868848
1987,NC,6403700
1987,ND,661136
1987,OH,10760090
1987,OK,3210122
1987,OR,2700991
1987,PA,11810866
1987,RI,989604
1987,SC,3380506
1987,SD,696036
1987,TN,4782927
1987,TX,16621791
1987,UT,1678119
1987,VT,540267
1987,VA,5932268
1987,WA,4531901
1987,WV,1857585
1987,WI,4777919
1987,WY,476965
1988,AL,4023844
1988,AK,541983
1988,AZ,3535183
1988,AR,2342656
1988,CA,28464249
1988,CO,3262281
1988,CT,3271953
1988,DE,647622
1988,DC,630432
1988,FL,12306395
1988,GA,6316142
1988,HI,1079828
1988,ID,985664
1988,IL,11390183
1988,IN,5491735
1988,IA,2768388
1988,KS,2461996
1988,KY,3679999
1988,LA,4288863
1988,ME,1203840
1988,MD,4657904
1988,MA,5979982
1988,MI,9217998
1988,MN,4296166
1988,MS,2580352
1988,MO,5081736
1988,MT,800202
1988,NE,1571477
1988,NV,1075022
1988,NH,1082577
1988,NJ,7712333
1988,NM,1490337
1988,NY,17941309
1988,NC,6480594
1988,ND,655331
1988,OH,10798552
1988,OK,3167057
1988,OR,2741297
1988,PA,11845752
1988,RI,996408
1988,SC,3412096
1988,SD,698165
1988,TN,4822437
1988,TX,16667022
1988,UT,1689372
1988,VT,549763
1988,VA,6036909
1988,WA,4639893
1988,WV,1830215
1988,WI,4822388
1988,WY,465101
1989,AL,4030222
1989,AK,547159
1989,AZ,3622185
1989,AR,2346358
1989,CA,29218164
1989,CO,3275818
1989,CT,3283403
1989,DE,658273
1989,DC,624168
1989,FL,12637715
1989,GA,6411099
1989,HI,1094588
1989,ID,994416
1989,IL,11409782
1989,IN,5523693
1989,IA,2770592
1989,KS,2472849
1989,KY,3677306
1989,LA,4252894
1989,ME,1219961
1989,MD,4727301
1989,MA,6015478
1989,MI,9253295
1989,MN,4338057
1989,MS,2574269
1989,MO,5095830
1989,MT,799636
1989,NE,1574864
1989,NV,1137382
1989,NH,1104522
1989,NJ,7726089
1989,NM,1503901
1989,NY,17983086
1989,NC,6565459
1989,ND,646351
1989,OH,10829217
1989,OK,3150307
1989,OR,2790575
1989,PA,11865996
1989,RI,1000666
1989,SC,3456775
1989,SD,696701
1989,TN,4854444
1989,TX,16806735
1989,UT,1705864
1989,VT,557707
1989,VA,6120246
1989,WA,4746316
1989,WV,1806568
1989,WI,4856574
1989,WY,458374
1990,AL,4040587
1990,AK,550043
1990,AZ,3665228
1990,AR,2350725
1990,CA,29760021
1990,CO,3294394
1990,CT,3287116
1990,DE,666168
1990,DC,606900
1990,FL,12937926
1990,GA,6478216
1990,HI,1108229
1990,ID,1006749
1990,IL,11430602
1990,IN,5544159
1990,IA,2776755
1990,KS,2477574
1990,KY,3685296
1990,LA,4219973
1990,ME,1227928
1990,MD,4781468
1990,MA,6016425
1990,MI,9295297
1990,MN,4375099
1990,MS,2573216
1990,MO,5117073
1990,MT,799065
1990,NE,1578385
1990,NV,1201833
1990,NH,1109252
1990,NJ,7730188
1990,NM,1515069
1990,NY,17990455
1990,NC,6628637
1990,ND,638800
1990,OH,10847115
1990,OK,3145585
1990,OR,2842321
1990,PA,11881643
1990,RI,1003464
1990,SC,3486703
1990,SD,696004
1990,TN,4877185
1990,TX,16986510
1990,UT,1722850
1990,VT,562758
1990,VA,6187358
1990,WA,4866692
1990,WV,1793477
1990,WI,4891769
1990,WY,453588
1991,AL,4050055
1991,AK,553290
1991,AZ,3684097
1991,AR,2356586
1991,CA,29959515
1991,CO,3307618
1991,CT,3291967
1991,DE,669567
1991,DC,605321
1991,FL,13033307
1991,GA,6512602
1991,HI,1113491
1991,ID,1012384
1991,IL,11453316
1991,IN,5557798
1991,IA,2781018
1991,KS,2481349
1991,KY,3694048
1991,LA,4221532
1991,ME,1231719
1991,MD,4799770
1991,MA,6022639
1991,MI,9311319
1991,MN,4389857
1991,MS,2578897
1991,MO,5128880
1991,MT,800204
1991,NE,1581660
1991,NV,1220695
1991,NH,1112384
1991,NJ,7762963
1991,NM,1521574
1991,NY,18020784
1991,NC,6664016
1991,ND,637685
1991,OH,10864162
1991,OK,3148825
1991,OR,2860375
1991,PA,11903299
1991,RI,1005995
1991,SC,3501155
1991,SD,697101
1991,TN,4894492
1991,TX,17056755
1991,UT,1731223
1991,VT,564798
1991,VA,6216884
1991,WA,4903043
1991,WV,1792548
1991,WI,4904562
1991,WY,453690
1992,AL,4154014
1992,AK,588736
1992,AZ,3915740
1992,AR,2415984
1992,CA,30974659
1992,CO,3495939
1992,CT,3300712
1992,DE,694925
1992,DC,597565
1992,FL,13650553
1992,GA,6817203
1992,HI,1158613
1992,ID,1071685
1992,IL,11694184
1992,IN,5674547
1992,IA,2818401
1992,KS,2532394
1992,KY,3765469
1992,LA,4293003
1992,ME,1238508
1992,MD,4923368
1992,MA,6028709
1992,MI,9479065
1992,MN,4495572
1992,MS,2623734
1992,MO,5217101
1992,MT,825770
1992,NE,1611687
1992,NV,1351367
1992,NH,1117784
1992,NJ,7880508
1992,NM,1595442
1992,NY,18246653
1992,NC,6897214
1992,ND,638223
1992,OH,11029431
1992,OK,3220517
1992,OR,2991755
1992,PA,12049450
1992,RI,1012581
1992,SC,3620464
1992,SD,712801
1992,TN,5049742
1992,TX,17759738
1992,UT,1836799
1992,VT,572751
1992,VA,6414307
1992,WA,5160757
1992,WV,1806451
1992,WI,5025398
1992,WY,466251
1993,AL,4214202
1993,AK,599432
1993,AZ,4065440
1993,AR,2456303
1993,CA,31274928
1993,CO,3613734
1993,CT,3309175
1993,DE,706378
1993,DC,595301
1993,FL,13927185
1993,GA,6978240
1993,HI,1172838
1993,ID,1108768
1993,IL,11809579
1993,IN,5739019
1993,IA,2836972
1993,KS,2556547
1993,KY,3812206
1993,LA,4316428
1993,ME,1242302
1993,MD,4971889
1993,MA,6060569
1993,MI,9540114
1993,MN,4555954
1993,MS,2655100
1993,MO,5271175
1993,MT,844761
1993,NE,1625590
1993,NV,1411215
1993,NH,1129458
1993,NJ,7948915
1993,NM,1636453
1993,NY,18374954
1993,NC,7042818
1993,ND,641216
1993,OH,11101140
1993,OK,3252285
1993,OR,3060367
1993,PA,12119724
1993,RI,1015112
1993,SC,3663314
1993,SD,722159
1993,TN,5137584
1993,TX,18161612
1993,UT,1898404
1993,VT,577748
1993,VA,6509630
1993,WA,5278842
1993,WV,1817539
1993,WI,5084889
1993,WY,473081
1994,AL,4260229
1994,AK,603308
1994,AZ,4245089
1994,AR,2494019
1994,CA,31484435
1994,CO,3724168
1994,CT,3316121
1994,DE,717545
1994,DC,589239
1994,FL,14239444
1994,GA,7157165
1994,HI,1187536
1994,ID,1145140
1994,IL,11912585
1994,IN,5793526
1994,IA,2850746
1994,KS,2580513
1994,KY,3849088
1994,LA,4347481
1994,ME,1242662
1994,MD,5023060
1994,MA,6095241
1994,MI,9597737
1994,MN,4610355
1994,MS,2688992
1994,MO,5324497
1994,MT,861306
1994,NE,1639041
1994,NV,1499298
1994,NH,1142560
1994,NJ,8014306
1994,NM,1682398
1994,NY,18459470
1994,NC,7187398
1994,ND,644804
1994,OH,11152454
1994,OK,3280940
1994,OR,3121264
1994,PA,12166050
1994,RI,1015960
1994,SC,3705397
1994,SD,730790
1994,TN,5231438
1994,TX,18564062
1994,UT,1960446
1994,VT,583836
1994,VA,6593139
1994,WA,5375161
1994,WV,1820421
1994,WI,5133678
1994,WY,480283
1995,AL,4296800
1995,AK,604412
1995,AZ,4432499
1995,AR,2535399
1995,CA,31696582
1995,CO,3826653
1995,CT,3324144
1995,DE,729734
1995,DC,580517
1995,FL,14537875
1995,GA,7328413
1995,HI,1196854
1995,ID,1177322
1995,IL,12008437
1995,IN,5851459
1995,IA,2867373
1995,KS,2601007
1995,KY,3887427
1995,LA,4378779
1995,ME,1243480
1995,MD,5070033
1995,MA,6141445
1995,MI,9676211
1995,MN,4660180
1995,MS,2722659
1995,MO,5378247
1995,MT,876553
1995,NE,1656992
1995,NV,1581578
1995,NH,1157561
1995,NJ,8083242
1995,NM,1720394
1995,NY,18524104
1995,NC,7344674
1995,ND,647832
1995,OH,11202751
1995,OK,3308208
1995,OR,3184369
1995,PA,12198403
1995,RI,1017002
1995,SC,3748582
1995,SD,737925
1995,TN,5326936
1995,TX,18958751
1995,UT,2014177
1995,VT,589002
1995,VA,6670693
1995,WA,5481027
1995,WV,1823700
1995,WI,5184836
1995,WY,485160
1996,AL,4331102
1996,AK,608569
1996,AZ,4586940
